title,price,location,destaque,condominio,area_util,quartos,banheiros,vagas_na_garagem,iptu,academia,elevador,permitido_animais,piscina,portaria,salao_de_festas,condominio_fechado,seguranca_24h,portao_eletronico,area_murada,area_de_servico,armarios_na_cozinha,armarios_no_quarto,churrasqueira,mobiliado,quarto_de_servico,ar_condicionado,porteiro_24h,varanda,img_index,categoria_Casas,tipo_Casa de vila,tipo_Cobertura,tipo_Duplex ou triplex,tipo_Kitnet,tipo_Loft,tipo_Padrão,zona_LESTE,zona_NORTE,zona_OESTE,zona_SUL
"Espaçoso Apartamento com 3 Suítes, Varanda Gourmet e 2 Vagas de Garagem - 133 m²",1850000,345,0,888,133,3,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10090,0,0,0,0,0,0,1,0,1,0,0
"Espaçoso Apartamento com 3 Suítes, Varanda Gourmet e 2 Vagas de Garagem - 133 m²",1850000,345,0,888,133,3,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10092,0,0,0,0,0,0,1,0,1,0,0
"LANÇAMENTO - APARTAMENTO 44m, 2 quartos e 1 vaga -LOCALIZADO - na região vila nivi Aptos c",390000,606,0,200,44,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10093,0,0,0,0,0,0,1,0,1,0,0
Excelente Sobrado Amplo na Freguesia do Ó,597000,702,0,0,115,3,3,2,130,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,10094,1,0,0,0,0,0,1,0,1,0,0
"Apartamento Novo á Venda Bairro: Jardim França , ao lado Trimais Place.",330000,202,0,100,47,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10095,1,0,0,0,0,0,0,0,1,0,0
"Sobrado em Condomínio para Venda no bairro Limão, 4 dorm, 3 suíte, 4 vagas, 120 m Não perc",930002,589,0,0,120,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,10097,1,0,0,0,0,0,0,0,1,0,0
"Apartamento em Condomínio Padrão para Venda no bairro Cachoeirinha, 2 dormitórios, 1 vaga,",295002,569,0,322,49,2,1,1,30,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,10098,0,0,0,0,0,0,1,0,1,0,0
"Apartamento em Condomínio Padrão para Venda no bairro Freguesia do Ó, 2 dormitórios, 1 vag",415002,492,0,400,48,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,10099,0,0,0,0,0,0,1,0,1,0,0
"Apartamento em Condomínio Padrão para Venda no bairro Mandaqui, 2 dormitórios, 1 vaga, 61m",360002,804,0,550,61,2,1,1,8,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,10100,0,0,0,0,0,0,1,0,1,0,0
Apartamento a venda na Vila Gustavo,430000,658,0,903,70,3,2,2,220,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10101,0,0,0,0,0,0,1,0,1,0,0
"Casa térrea 2 dormitórios, 1 banheiro, edícula 1 banheiro.Vila Nova Mazzei .Aceita pet.",370000,733,0,0,100,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10102,1,0,0,0,0,0,1,0,1,0,0
"Apartamento a venda no Tucuruvi 125m2, 3 dormitórios e 2 vagas",730000,531,0,320,125,3,2,2,350,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,10103,0,0,0,0,0,0,1,0,1,0,0
"Sobrado 3 dormitórios sendo 1 Suíte, 3 Banheiros, 2 Garagens 130 m²",700000,707,0,0,130,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10104,1,0,0,0,0,0,1,0,1,0,0
"Condominio Fechado em Condomínio para Venda no bairro Vila Vitório Mazzei, 2 dorm, 1 suíte",579002,841,0,202,70,2,2,2,150,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10106,1,0,0,0,0,0,0,0,1,0,0
"Sobrado para Venda Residencial /Comercial no bairro Vila Gustavo, 4 dormitórios, 2 vagas, ",840002,658,0,0,240,4,3,2,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10107,1,0,0,0,0,0,1,0,1,0,0
Belíssimo Sobrado Novo 133m² com 3 suítes e 4 vagas - Ao lado do Metrô Tucuruvi Consulte o,980000,478,0,0,133,3,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10108,1,0,0,0,0,0,1,0,1,0,0
"Casa terrea com 3 Dormitorios , 2 suites e 4 vagas , Confira !",2680000,385,0,0,261,3,3,4,767,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10109,1,0,0,0,0,0,1,0,1,0,0
Casa Condomínio Tucuruvi - 160 m² A.C. Aceita Permuta,780000,421,0,400,160,3,3,3,356,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10110,1,0,0,0,0,0,1,0,1,0,0
Casa com 3 dormitórios e 2 vagas na região do Tucuruvi,532000,672,0,0,150,3,1,2,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10112,1,0,0,0,0,0,1,0,1,0,0
República SP | 97m² Útil | 2 Quartos | 1 Suíte | Quarto de serviço,590000,502,0,1200,97,2,3,0,570,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10114,0,0,0,0,0,0,1,0,0,0,0
Apartamento mobiliado com 36 metros quadrados com 1 quarto e 1 vaga!,250000,28,0,410,36,1,1,1,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,10115,0,0,0,0,0,0,1,0,0,0,0
Apartamento Venda 2 Dormitórios - 79 m² Higienópolis,1199980,97,0,1250,79,2,2,1,366,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10116,0,0,0,0,0,0,1,0,0,0,0
Venda Apartamento 2 Dormitórios - 79 m² Higienópolis,1199970,97,0,1250,79,2,2,1,366,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10117,0,0,0,0,0,0,1,0,0,0,0
"Apartamento tipo para venda com 1 quarto, 66.68m²",435000,507,0,741,66,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10121,0,0,0,0,0,0,1,0,0,0,0
"Apartamento tipo para venda com 2 quartos, 56.12m²",460000,507,0,652,56,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10124,0,0,0,0,0,0,1,0,0,0,0
Venda Apartamento 3 Dormitórios - 110 m² Bela Vista,1165970,12,0,1400,110,3,3,1,300,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10127,0,0,0,0,0,0,1,0,0,0,0
Casa com 3 quartos à venda em Aclimação - SP,1650000,0,0,0,226,3,5,2,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10128,1,0,0,0,0,0,1,0,0,0,0
Apartamento com 4 quartos à venda em Aclimação - SP,1500000,0,0,2800,151,4,5,3,600,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10129,0,0,0,0,0,0,1,0,0,0,0
Casa com 3 quartos à venda em Aclimação - SP,1400000,0,0,0,148,3,5,2,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10130,1,0,0,0,0,0,1,0,0,0,0
Apartamento com 2 quartos à venda em Bela Vista - SP,1050000,12,0,1200,80,2,2,1,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10131,0,0,0,0,0,0,1,0,0,0,0
Studio para venda com 25m2 (sem vaga) metrô Paulista - Consolação - São Paulo - SP,420000,97,0,300,25,1,1,0,100,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10132,0,0,0,0,0,1,0,0,0,0,0
Apartamento com 3 quartos à venda em Aclimação - SP,1420000,0,0,1150,94,3,2,2,540,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10133,0,0,0,0,0,0,1,0,0,0,0
"Apartamento para Venda em São Paulo, Santa Cecília, 4 dormitórios, 2 suítes, 3 banheiros, ",1300000,507,0,2074,120,4,3,2,414,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10134,0,0,0,0,0,0,1,0,0,0,0
STUDIO MOBILIADO para venda com 25m2 (sem vaga) metrô Paulista - Consolação - São Paulo -,460000,97,0,300,25,1,1,0,100,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,10135,0,0,0,0,0,1,0,0,0,0,0
Apartamento Padrão para Venda em Liberdade São Paulo-SP - 718,690000,403,0,704,72,2,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10136,0,0,0,0,0,0,1,0,0,0,0
"Flat Quality Bela Cintra, disponível para venda com 44m², 01 dorm e 01 vaga",585000,97,0,875,44,1,1,1,310,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10139,0,0,0,0,0,1,0,0,0,0,0
Flat com ótimo preço no bairro Bela Vista. Confira!,1050000,12,0,1100,65,2,2,1,200,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10140,0,0,0,0,0,1,0,0,0,0,0
"Apartamento com 3 dormitórios à venda, 110 m² por R$ 1.400.000,00 - Consolação - São Paulo",1400000,97,0,1513,110,3,4,1,313,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10143,0,0,0,0,0,0,1,0,0,0,0
"Excelente Apartamento à Venda na Bela Vista por R$ 540.000,00 , 01 dormitório (48 m2), pró",540000,12,0,650,48,1,2,1,120,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,10145,0,0,0,0,0,0,1,0,0,0,0
Apartamento a venda por Leilão com 87m² com 2 dormitórios,300000,403,0,1200,87,2,2,0,900,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10146,0,0,0,0,0,0,1,0,0,0,0
Apartamento para venda possui 30 metros quadrados com 1 quarto em República - São Paulo - ,200000,502,0,500,30,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10147,0,0,0,0,0,0,1,0,0,0,0
Apartamento para venda tem 90 metros quadrados com 2 quartos em Santa Cecília - São Paulo ,1050000,507,0,0,90,2,3,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,10148,0,0,0,0,0,0,1,0,0,0,0
Republica Apartamento Studio  A Venda e Locacao 22m2 Novo Mobiliado,389900,502,0,400,22,1,1,0,90,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,10149,0,0,0,0,0,1,0,0,0,0,0
Casa para venda tem 110 metros quadrados com 3 quartos em Belém - São Paulo - São Paulo,700000,14,0,99,110,3,3,2,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10151,1,0,0,0,0,0,0,0,0,0,0
"Apartamento para Venda em São Paulo, Aclimação, 3 dormitórios, 1 suíte, 2 banheiros, 2 vag",880000,0,0,846,80,3,2,2,309,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,10152,0,0,0,0,0,0,1,0,0,0,0
"Apartamento para Venda em São Paulo, Bela Vista, 3 dormitórios, 3 suítes, 4 banheiros, 1 v",950000,12,0,1800,134,3,4,1,350,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10153,0,0,0,0,0,0,1,0,0,0,0
Venda Cobertura 1 Dormitórios - 84 m² Bela Vista,749980,12,0,1110,84,1,2,1,130,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10155,0,0,1,0,0,0,0,0,0,0,0
Venda Cobertura 1 Dormitórios - 84 m² Bela Vista,749970,12,0,1110,84,1,2,1,130,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10156,0,0,1,0,0,0,0,0,0,0,0
Apartamento para venda com 34 metros quadrados com 2 quartos em Barra Funda - São Paulo - ,259300,9,0,280,34,2,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,10158,0,0,0,0,0,0,1,0,0,0,0
Kit no Centro Recém Reformada para Venda,280000,507,0,440,58,1,1,0,60,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10160,0,0,0,0,1,0,0,0,0,0,0
Apartamento para venda com 76 metros quadrados com 2 quartos 1 suíte 2 vagas em Aclimação!,800000,0,0,700,76,2,3,2,300,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,10162,0,0,0,0,0,0,1,0,0,0,0
Oportunidade de investimento em frente a PUC com entrada facilitada,419000,489,0,0,27,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,10163,0,0,0,0,0,1,0,0,0,1,0
"Planta Incrível com 3 dormitórios(1Suite), 2 Vagas,com 88m²,Vista Livre definida",1000000,859,0,1066,88,3,2,2,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,10164,0,0,0,0,0,0,1,0,0,1,0
"Apartamento com 1 quarto, 58m2, à venda em São Paulo, Perdizes",818629,489,0,0,58,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10165,0,0,0,0,0,0,1,0,0,1,0
Apto no 76m2 - Com 3 Dorm sendo 1 suíte - Lindo e totalmente reformado,1100000,761,0,0,76,3,2,2,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,10166,0,0,0,0,0,0,1,0,0,1,0
"Apartamento com 4 quartos, 116m2, à venda em São Paulo, Barra funda",1220000,444,0,0,116,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10167,0,0,0,0,0,0,1,0,0,1,0
"Apartamento para venda, 76m², 2 dormitórios, 1 vaga - Pinheiros",950000,491,0,1100,76,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10169,0,0,0,0,0,0,1,0,0,1,0
"Apartamento para venda, 105m², 2 dormitórios, sendo 1 suíte, 1 vaga - Perdizes",1190000,489,0,1228,105,2,2,1,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10170,0,0,0,0,0,0,1,0,0,1,0
"Apartamento para venda, 108m², 2 dormitórios, sendo 1 suíte, 2 vagas - Barra Funda",2127000,859,0,800,108,2,3,2,400,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,10171,0,0,0,0,0,0,1,0,0,1,0
"Apartamento para venda, 52m², 2 dormitórios, 1 vaga - Vila Madalena",455000,517,0,750,52,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10172,0,0,0,0,0,0,1,0,0,1,0
"Apartamento para venda, 69m², 2 dormitórios, sendo 1 suíte, 2 vagas - Lapa",999000,669,0,800,69,2,2,2,300,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,10173,0,0,0,0,0,0,1,0,0,1,0
"Apartamento para venda, 62m², 2 dormitórios, sendo 1 suíte, 1 vaga - Barra Funda",950000,859,0,1136,62,2,2,1,231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10174,0,0,0,0,0,0,1,0,0,1,0
"Apartamento para venda, 96m², 3 dormitórios, sendo 2 suítes, 2 vagas - Vila Anastácio",1200000,545,0,788,96,3,3,2,330,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10175,0,0,0,0,0,0,1,0,0,1,0
"Apartamento para venda, 72m², 2 dormitórios, sendo 1 suíte, 2 vagas - Barra Funda",957000,9,0,550,72,2,2,2,130,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,10176,0,0,0,0,0,0,1,0,0,1,0
"Apartamento para venda, 43m², 2 dormitórios, 1 banheiro e 1 vaga - Barra Funda",380000,9,0,480,43,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10177,0,0,0,0,0,0,1,0,0,1,0
"Apartamento para venda, 86m², 2 dormitórios, 1 vaga - Pinheiros",750000,491,0,1000,86,2,1,1,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,0,0,0,0,0,0,1,0,0,1,0
APTO A VENDA ALTO DE PINHEIROS COM 110M² 2 DORMITORIOS 2 SUITES E 2 VAGAS,1500000,2,0,1200,110,2,3,2,1160,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,10179,0,0,0,0,0,0,1,0,0,1,0
"Apartamento para venda, 206m², 4 dormitórios, sendo 3 suítes, 3 vagas - Vila Romana",3200000,778,0,3000,206,4,5,3,1300,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10180,0,0,0,0,0,0,1,0,0,1,0
"Apartamento para venda, 62m², 2 dormitórios, sendo 1 suíte, 2 vagas - Pompéia",870000,548,0,1000,62,2,2,2,340,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10181,0,0,0,0,0,0,1,0,0,1,0
"Apartamento para venda, 30m², 1 dormitório, sem vaga - Vila Madalena",630000,517,0,890,30,1,1,0,190,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,10182,0,0,0,0,0,0,1,0,0,1,0
"Apartamento para venda, 110m², 3 dormitórios, sendo 1 suíte, 2 vagas - Perdizes",995000,489,0,1800,110,3,2,2,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10183,0,0,0,0,0,0,1,0,0,1,0
Apartamento para venda tem 3600 metros quadrados com 1 quarto em Água Branca - São Paulo -,230000,859,0,320,36,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10184,0,0,0,0,0,0,1,0,0,1,0
Casa para venda com 180 metros quadrados com 5 quartos em Alto da Lapa - São Paulo - SP,1100000,2,0,0,180,5,5,2,770,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10185,1,0,0,0,0,0,1,0,0,1,0
Apartamento para venda tem 41.56m2m2 com 2 quartos em Jardim Boa Vista,105298,149,0,0,41,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10188,0,0,0,0,0,0,1,0,0,1,0
Barra Funda | 2 Quartos |1 Vaga | 56 Metros | Área de lazer,460000,9,0,578,56,2,1,1,90,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,10190,0,0,0,0,0,0,1,0,0,1,0
Casa para venda com 153 metros quadrados com 3 quartos em Jardim Ester Yolanda - São Paulo,274550,193,0,0,100,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10191,1,0,0,0,0,0,1,0,0,1,0
Apartamento para venda com 2 quartos em Barra Funda - São Paulo - SP,350000,9,0,0,51,2,1,1,1200,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10192,0,0,0,0,0,0,1,0,0,1,0
APARTAMENTO - ALTO DE PINHEIROS - SP,1180000,2,0,1400,106,3,3,2,366,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,10194,0,0,0,0,0,0,1,0,0,1,0
Apartamento em Vila Butantã - São Paulo,580000,581,0,990,95,3,1,2,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10199,0,0,0,0,0,0,1,0,0,1,0
Apartamento com 3 dormitorios (1 suite) - 100 m2 / 2 vagas - Pinheiros,900000,491,0,1779,100,3,3,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10200,0,0,0,0,0,0,1,0,0,1,0
Apartamento para venda com 193 metros quadrados com 4 quartos em Pinheiros - São Paulo - S,3330003,491,0,0,193,4,5,3,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,10201,0,0,0,0,0,0,1,0,0,1,0
"Apartamento em Pinheiros - Sp: 1 suíte, 1 por R$ 750.000",750000,491,0,0,57,1,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10203,0,0,0,0,0,0,1,0,0,1,0
VENDE-SE APARTAMENTO EM TATUAPÉ-SP,450000,529,0,740,38,1,1,0,210,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10204,0,0,0,0,0,0,1,1,0,0,0
"Apartamento à venda Rua Tacomaré, Parque da Mooca - São Paulo",1490000,480,0,2200,191,3,5,4,826,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10205,0,0,0,0,0,0,1,1,0,0,0
"Apartamento à venda Rua Professor Rodolfo São Tiago, Belenzinho - São Paulo",1908000,13,0,1142,146,3,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10206,0,0,0,0,0,0,1,1,0,0,0
SOBRADO NA VILA DIVA DE DOIS DORMITÓRIOS,320000,40,0,0,95,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10207,1,0,0,0,0,0,1,1,0,0,0
APARTAMENTO - JARDIM BELÉM - SP,265000,148,0,470,45,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10208,0,0,0,0,0,0,1,1,0,0,0
APARTAMENTO - VILA MATILDE - SP,225000,705,0,150,40,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10209,0,0,0,0,0,0,1,1,0,0,0
APARTAMENTO - VILA MATILDE - SP,225000,705,0,150,40,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10210,0,0,0,0,0,0,1,1,0,0,0
Casa para venda com 200 metros quadrados com 2 quartos em Tatuapé - São Paulo - São Paulo,750000,529,0,1300,200,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10211,1,0,0,0,0,0,1,1,0,0,0
"Apartamento à venda Rua Xavier Gouveia, Parque Colonial - São Paulo",1349990,435,0,1982,125,3,4,2,54,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10212,0,0,0,0,0,0,1,1,0,0,0
CASA EM CONDOMÍNIO - CIDADE JARDIM - SP,1900000,277,0,2000,235,3,4,2,770,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10213,1,0,0,0,0,0,0,1,0,0,0
"Apartamento à venda Rua Elói Cerqueira, Belenzinho - São Paulo",1600000,13,0,1500,135,3,4,2,458,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10214,0,0,0,0,0,0,1,1,0,0,0
"Apartamento com 3 dormitórios, 99 m² - venda por R$ 1.500.000 ou aluguel por R$ 8.339/mês ",1500000,647,0,970,99,3,2,2,369,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,10215,0,0,0,0,0,0,1,1,0,0,0
VENDA APARTAMENTO QUARTA PARADA,530000,498,0,600,57,2,5,1,150,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10216,0,0,0,0,0,0,1,1,0,0,0
APARTAMENTO CIDADE MÃE DO CÉU ( TATUAPÉ ) - SP,550000,63,0,847,69,3,2,2,451,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10217,0,0,0,0,0,0,1,1,0,0,0
Studio em Jardim Independência (São Paulo) - São Paulo,275600,218,0,300,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10218,0,0,0,0,0,1,0,1,0,0,0
Lindo sobrado em localização privilegiada na Aricanduva,1370000,141,0,0,270,3,3,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10219,1,0,0,0,0,0,1,1,0,0,0
Casa para venda com 200 metros quadrados com 2 quartos em Itaquera - São Paulo - São Paulo,350000,118,0,0,200,2,2,2,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10220,1,0,0,0,0,0,1,1,0,0,0
"Apartamento com 2 dormitórios à venda, 50 m² por R$ 865.000,00 - Tatuapé - São Paulo/SP",865000,529,0,670,50,2,1,1,60,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,10221,0,0,0,0,0,0,1,1,0,0,0
"Apartamento à venda Rua Taquari, Mooca - São Paulo",1480000,414,0,1200,103,3,3,2,33,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,10223,0,0,0,0,0,0,1,1,0,0,0
"Apartamento à venda Rua Madre de Deus, Mooca - São Paulo",2349000,414,0,1350,159,4,3,2,475,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10224,0,0,0,0,0,0,1,1,0,0,0
"Apartamento à venda Rua Ivaí, Tatuapé - São Paulo",2000000,529,0,700,150,3,3,2,29,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,10225,0,0,0,0,0,0,1,1,0,0,0
"Apartamento à venda Rua Itapeti, Vila Gomes Cardim - São Paulo",1700000,647,0,2900,198,3,5,5,150,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,10226,0,0,0,0,0,0,1,1,0,0,0
"Sobrado 3 dormitórios (sendo 1 suíte com closet e móveis planejados) à venda, Jardim Regin",659000,308,0,0,230,4,2,2,75,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10227,1,0,0,0,0,0,1,1,0,0,0
"Apartamento à venda Rua Professor João de Oliveira Torres, Jardim Anália Franco - São Paul",1900000,139,0,3375,254,3,3,5,193,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10228,0,0,0,0,0,0,1,1,0,0,0
"Apartamento à venda Avenida Paes de Barros, Mooca - São Paulo",1350000,414,0,2501,177,4,4,4,57,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10229,0,0,0,0,0,0,1,1,0,0,0
"Apartamento à venda Rua Ernesto de Castro, Brás - São Paulo",1430000,22,0,0,122,3,3,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10230,0,0,0,0,0,0,1,1,0,0,0
"Apartamento à venda Rua Jaboticabal, Vila Bertioga - São Paulo",1300000,570,0,1500,150,3,2,2,504,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10231,0,0,0,0,0,0,1,1,0,0,0
"Apartamento à venda Rua José Tavares Siqueira, Parque São Jorge - São Paulo",1490000,471,0,580,102,2,2,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10232,0,0,0,0,0,0,1,1,0,0,0
"Apartamento à venda Avenida Celso Garcia, Tatuapé - São Paulo",1340000,529,0,590,102,3,2,2,25,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,10233,0,0,0,0,0,0,1,1,0,0,0
"Apartamento à venda Rua Emílio Mallet, Vila Gomes Cardim - São Paulo",1680000,647,0,1600,151,4,5,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10234,0,0,0,0,0,0,1,1,0,0,0
"Apartamento à venda Rua Xavier Gouveia, Parque Colonial - São Paulo",2010000,435,0,1840,162,4,5,3,67,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10235,0,0,0,0,0,0,1,1,0,0,0
